budget,description,finishDays,project_tags,publishedDate,title
1000000,"pembuatan bot scraping untuk auto search , auto click button , auto sent notif via telegram sistem bot dengan python",7,Python,12/05/2023 10:39:18 WIB,Pembuatan Bot Scraping
500000,kami dari perusahaan outsourcing membutuhkan api untuk cek nik-ektp untuk proses penerimaan karyawan di system kami. proses pengecekan apakah  nik pelamar valid atau tidak ? jika valid kami butuh data yang ada tertera di kartu e-ktp termasuk photonya juga untuk mencocokan photo dengan photo sipelamar.,30,"JavaScript,PHP,HTML",16/05/2023 12:50:05 WIB,Butuh Api Untuk Cek Nik- E-Ktp
500000,"saya penjual online butuh seorang input data 20-60 data per hari. data raw ada di line group dengan format order dan akan diinput ke sistem setiap hari. tugas :  - input data customer - input data penjualan closing order jam 21.00, jadi bisa input mulai jam 20.30 atau 20.45 project bulanan.",1,"Administration,Microsoft Excel",16/05/2023 10:44:13 WIB,Input Data Ke Sistem Accounting
500000,"mencari freelancer untuk slicing desain menjadi code flutter. setelah selesai, diharapkan bisa memberi tutor kepada saya terkait cara pengerjaan projectnya. design sudah saya sediakan, durasi pengerjaan 2-3 minggu. silahkan bid dan cantumkan portofolio",14,"Mobile Programming,Flutter",10/05/2023 13:22:02 WIB,Cari Tutor Flutter Serta Slicing Ui Design Menggunakan Flutter
1000000,berikut deskripsi pengerjaannya : -halaman utama untuk tampilkan kategori -ketika kategori di pilih masuk ke pilihan sub kategori -ketika sub kategori di pilih yang berisi tampilan pilihan file pdf jika file blm ada di dalam direktori maka muncul tombol download jika file sudah ada maka tombol download hilang. -ketika file di pilih maka user bisa membaca file tersebut dan di dalamnya tersedia tombol untuk play/pause dan mempercepat/memperlambat scroll ketika membaca file pdf tersebut -data yang didapat dari api nanti akan disimpan ke dalam local storage note : pembuatan menggunakan java native dan api sudah disediakan,7,"Java,Android,Android studio",17/05/2023 14:55:11 WIB,Pembuatan Aplikasi Android Java Native Untuk Membaca File Pdf
180000,memberikan brief untuk: konteks pada content konsep content storyline caption script untuk video content referensi gambar untuk dipakai      3 konten (feeds & reels) dalam 1 minggu     tolong sertakan portfolio!,7,Social Media,17/05/2023 14:42:11 WIB,Social Media Content Specialist / Creative Director
450000,"ikut membantu memberikan training sistem akutansi ini hanya mendampingi saja, bukan mentor utama  paham akan akutansi, diutamakan pernah mengoperasikan sistem akutansi seperti zahir, jurnal id, atau sejenisnya tugasnya selain mendamping saat training, juga membantu dalam diskusi berkaitan dengan coa pekerjaan onsite di jakarta pusat, estimasi lama pekerjaan 3 jam (9-12) fee sudah include all (transportasi dan konsumsi)",1,"Technical Support,Tutorial/Assistant",20/05/2023 06:49:14 WIB,Membantu Training Sistem Akutansi
250000,"find json file from android application (rti bussiness) movers ""top gainers"" and ""top freq""",7,"Database Programming,Android,Data Analysis,API Gateway",19/05/2023 14:02:17 WIB,Inspect Json File Android Application Rti Bussiness
2500000,saya membutuhkan 4 buah video motion grafis untuk video explainer dengan durasi 1 menit tanpa voice over. untuk referensi video bisa cek di link ini  https://youtu.be/ppbmd5mbs5q,14,"Video Editing,Video Production,Video Animation",19/05/2023 13:50:50 WIB,Motion Graphic Untuk Video Explainer
110000,saya membutuhkan freelancer untuk membetulkan error issue pada google shopping ads (google merchant center). antara lain :  website needs improvements account warned for policy violation: incorrect statement account warned for policy violation: incomplete payment project ini hanya untuk freelancer yang terbiasa handle google shopping (merchant). sertakan portfolio anda saat bid. terima kasih,7,"E-Commerce,Google Adwords",05/05/2023 17:05:16 WIB,Membetulkan Error Issue Pada Google Shopping Ads (Google Merchant Center)
1000000,membantu dalam mengembangkan aplikasi ios yang user-friendly untuk pencatatan asuransi. aplikasi ini digunakan untuk memudahkan pengguna dalam mencatat dan mengelola informasi asuransi mereka. kualifikasi yang dibutuhkan:  pengalaman dalam pengembangan aplikasi ios  kemampuan dalam merancang antarmuka pengguna yang menarik dan responsif.  pengalaman dalam mengintegrasikan api ke aplikasi android.  memiliki portofolio yang mencantumkan proyek-proyek sebelumnya yang relevan dengan pengembangan aplikasi ios...,25,"iPhone/iOS,Swift",05/05/2023 09:36:11 WIB,Pembuatan Aplikasi Ios Pencatatan Asuransi
1000000,membantu dalam mengembangkan aplikasi android yang user-friendly untuk pencatatan asuransi. aplikasi ini digunakan untuk memudahkan pengguna dalam mencatat dan mengelola informasi asuransi mereka. kualifikasi yang dibutuhkan:  pengalaman dalam pengembangan aplikasi android menggunakan bahasa pemrograman seperti java atau kotlin.  kemampuan dalam merancang antarmuka pengguna yang menarik dan responsif.  pengalaman dalam mengintegrasikan api ke aplikasi android.  memiliki portofolio yang mencantumkan proyek-proyek sebelumnya yang relevan dengan pengembangan aplikasi android...,25,"Java,Android,Android studio,Kotlin",05/05/2023 09:30:39 WIB,Aplikasi Android Pencatatan Asuransi
500000,"dibutuhkan sebuah ide nama untuk coffee shop beserta logo dengan brand guidelinenya, nama dan logo harus memiliki filosofi, berikan portfolio terbaikmu saat bid.  diutamakan yang bisa memberikan gambaran ide namanya.  lokasi coffee berada di daerah desa cemagi bali(bs cek google). coffee ini berkonsep breakfast, espresso bar dan tempat untuk komunitas surfing. target utama adalah bule",3,"Graphic Design,Logo Design",04/05/2023 06:54:11 WIB,"Name, Logo Dan Brand Guideline"
1000000,tolong untuk melakukan on page dan off page seo untuk website sahamgorengan.com dengan kata kunci 1. rekomendasi saham 2. saham gorengan 3. saham indonesia 4. ihsg hari ini kata kunci harus mencapai page 1 google / top 10 keyword,7,Search Engine Optimization (SEO),14/05/2023 21:18:51 WIB,Website Seo Saham
300000,"improve/tambahkan fitur chat/konsultasi pengacara menggunakan plugins atau sejenisnya jenis konsultasinya berbayar bisa tambahkan kode promo dll. untuk menerima pembayaran menggunakan payment gateway. refrensi : justika.com  informasi : - websitenya sudah berjalan, tinggal di improve - dgn penambahan ini tetap harus mobile friendly dan use friendly ui/ux",3,"PHP,Wordpress,Wordpress Templates",14/05/2023 19:19:22 WIB,Tambah Plugins/Fitur Chat Konsultasi
500000,"selamat malam saya butuh dibuatkan desain tampilan website koi untuk jualan/lelang terkait koi (jasa pembuatan kolam, peralatan/perlengkapan kolam, pakan, obat-obatan dan ikan) silahkan diajukan desain anda",30,"Graphic Design,Website,Web Design,UI Design,UX Design",02/05/2023 05:36:07 WIB,Butuh Dibuatkan Desain Tampilan Website Koi
1000000,saya memerlukan jasa pembuatan 30 video tiktok dengan kriteria sebagai berikut: wanita muslim berhijab yang membuat video tutorial hijab selama 10 hingga 20 detik per video.,7,"Video Editing,Video Production,Video Animation",28/04/2023 13:11:25 WIB,Di Cari Konten Kreator Tiktok
2000000,"pembuatan applikasi bot youtube, ig, tiktok, fb   upload foto profil dan banner input description account/about upload video sekaligus isi title dan descripsi video terjadwal/schedule agar bisa run 24jam support multi account / channel       kesimpulannya kita cukup siapkan bahan bahan yang di perlukan sebelum play app. setelah semua kumplit tool akan jalan upload ke 4 akun tersebut.",14,"JavaScript,.NET Framework,Visual Studio Code",28/04/2023 13:08:39 WIB,Pembuatan Software Desktop
500000,"siang temen2, saya lagi butuh freelancer yang paham photobooth khususnya (dslrbooth) saya ingin custom dan integrasikan payment gateway midtrans/xendit pada aplikasi dslrbooth tasknya : 1. buatkan agar lakukan pembayaran dahulu baru bisa mulai lakukan event/foto * reference dslr booth api  https://support.lumasoft.co/hc/en-us/articles/360000637854-triggers-webhooks-and-api *berikan portofolio/pengalaman yang membuat kami bisa memilih kandidat *cantumkan nomor wa, kami akan filter dalam 5hr kedepan dan yg terpilih bisa mulai start project minggu depan",7,API Gateway,26/04/2023 17:47:05 WIB,Integrasikan Payment Gateway Ke Photobooth/Dslrbooth
100001,"untuk pembuatan backlink ini, ada 2 cara: - bikin artikel baru dan taruh backlink - revisi sedikit artikel yang telah anda tulis dan taruh backlink. kami menerima kedua cara tersebut di atas. silakan ajukan alamat situs mana anda mampu buatkan backlink di tempat tersebut",7,"Search Engine Optimization (SEO),Writing",04/05/2023 12:01:29 WIB,Bikin Backlink Di Situs Media Yang Anda Tulis
4000000,dibutuhkan ilustrator untuk membuat buku ensiklopedia. jadi saya ingin membuat 3 buku ensiklopedia dan materi di dalam nya terdapat 75 tanaman yang harus di ilustrasikan. jadi yang perlu di buat 6 cover buku depan belakang untuk 3 buku dan 75 : 3 buku untuk desain dalam buku. jika memang cocok nanti dibicarakan lebih lanjut. untuk style gambar ada di file. kirim portofolio jika berminat,30,"Adobe PhotoShop,Adobe Illustrator",07/05/2023 17:33:18 WIB,Dibutuhkan Ilustrator Untuk Membuat Buku Ensiklopedia
500000,membuat unit test untuk beberapa project dengan menggunakan bahasa pemrograman go. memastikan sebagian besar code yang telah dibuat dapat di test dengan baik,7,Golang,07/05/2023 16:01:59 WIB,Golang Unit Test
600000,"saya membutuhkan jasa penyebaran, pengumpulan dan penyedia responden pengisi kuesioner tentang kuliah ke taiwan, adapaun hal yang diperhatikan dibawah ini : 1. syarat responden adalah harus lulusan sma/smk sederajat tahun ini atau usia dibawah/ sama dengan 22 tahun  2. syarat responden adalah yang sedang mencari beasiswa kuliah sambil parttime 3. kuesioner di bagi menjadi 2 bagian, mengisi melalui kuesioner langsung kertas dan google form(jumlah kuesioner langsung 100responden, jumlah google form 150responden) 4...",7,"Internet Marketing,Affiliate Marketing,Email Marketing,Social Media Marketing (SMM),Sales and Marketing",07/05/2023 18:55:57 WIB,"Membutuhkan Jasa Penyebaran, Pengumpulan Dan Penyedia Responden Pengisi Kuesioner"
200000,"dear worker selamat siang, saat ini saya sedang mencari tenaga one time support untuk ngebantu saya reinstall outlook dan setup mail di macos versi 13 pekerjaan bisa remote pakai anydesk / teamviewer , dengan catatan : - backup data pst / ost - tidak boleh ada kehilangan, data email pada di macos - email corporate terima kasih",2,"Email Support,Technical Support,Email Handling",12/05/2023 09:51:36 WIB,Reinstall Outlook & Setup Mail At Macos
250000,"survei pel untuk para pelaku usaha baik pedagang, industri, dan pelaku usaha lainnya. survei dilakukan secara offline ke lapangan dibutuhkan data 10 pengusaha sebagai sample",7,Quesioner,12/05/2023 09:16:33 WIB,Survei Pengembangan Ekonomi Lokal (Pel) Surakarta 2023
500000,"need company profile domain udah ada, tinggal design aja landing page : 1. home 2. about us 3. product & services 4. news 5. pricing cantumkan portofolio & bid anda",7,"Website,Web Design,Website Building",16/05/2023 10:41:56 WIB,Web Company Profile
150000,"hi worker, saya ingin dibuatkan logo untuk 2 usaha yaitu laundry kiloan dan jasa setrika kiloan.  saya mau logonya keliatan keren, ga norak dan ga murahan, simple tapi kliatan mewah, orang bisa tau dgn lihat logo itu adlh usaha laindri dan setrika kiloan.  rencana jika cocok, project akan berkelanjutan, utk membuat banner, dan promosi2 lainnya.  silahkan bid dgn harga yg pantas buat saya yg baru mulai usaha kecil2an ini.. thanks",7,"Graphic Design,Logo Design,Adobe Indesign",16/05/2023 09:52:04 WIB,Membuat Logo Usaha Laundri Dan Jasa Setrika
500000,"halo, kami membutuhkan video editor yang berpengalaman untuk untuk membuat konten reels. deskripsi job: butuh 10 video reel dengan masing - masing durasi maksimal 1 menit beserta thumbnail nya. bersedia melakukan revisi jika hasil video belum sesuai. memberikan hasil video tepat waktu sesuai deadline yang diberikan. worker bersedia di arbitrase jika tidak mengikuti ketentuan dari kami. wajib menggunakan software adobe after effects diutamakan bisa berbahasa inggris untuk mengerjakan project ini...",5,"Video Editing,Adobe After Effects,Adobe Premiere,Instagram",27/04/2023 11:10:29 WIB,Butuh Video Editor Untuk Edit Video Reel
4000000,"perusahaan kami sedang mendevelop sebuah project web app untukpengelolaan operasional internal perusahaan dengan fitur2 antara lain ,dashboard monitoring, calender event , management dokument, managementproduksi dan operasional dan lain-lainnya. saaat ini sedang membutuhkantambahan full time freelancer ( fullstack laravel developer ) untukmelakukan beberapa maintenance list di web app backend kami. lebihdetailnya akan disampaikan pada freelancer yg qualified. silahkan kirimresume ada",40,"JavaScript,PHP,HTML,CSS,Laravel Framework,VueJS",10/05/2023 11:24:28 WIB,Dicari Full Time Freelancer Fullstack Laravel Developer
4500000,"saya membutuhkan freelancer yang terbiasa mengajar ui/ux designer mengajar 5 hari dalam seminggu (senin - jumat)  1 hari 3 sesi  mengajar, sbb :  09.00 - 12.00  13.00 - 15.00  17.00 - 20.30  rutin setiap hari hanya untuk yang bisa fulltime  kontrak selama project berlangsung.  syarat : pengalaman di bidang mengajar  pengalaman ui/ux punya akun linkedin dan mau di update punya srtifikat mengenai ui/ux atau yg relevan",20,"UI Design,UX Design",10/05/2023 10:07:02 WIB,Pengajar Ui/Ux Designer
125000,"halo kak, saya mau menawarkan proyek untuk deploy flask application ke vps, jika ada yang pernah mencoba, silahkan ambil proyek ini.sebelumnya saya sudah coba, tapi terdapat error tensorflow seperti gambar terlampir. terima kasih",2,"Python,Website,Flask Python,Nginx",10/05/2023 09:35:47 WIB,Error Tensorflow Saat Deploy Flask Website Ke Vps Ubuntu
500000,"kami, brand skincare, sedang membutuhkan professional photos menggunakan talent pria dengan tema 'career man/businessman/enterpreneur'. kami hanya memerlukan 5 foto saja. kriteria talent : 1). cowok, usia 28-35 2). fotogenik, manly, tinggi dan gagah. gallant man 3). wajah bersih sehat dan tidak ada masalah kulit wajah 4) tidak bertato lokasi disesuaikan dengan tema. budget sesuai dengan penawaran. contoh fotonya kami sertakan di attachment ya. bagi yang berminat silahkan bid dan drop your portofolios...",15,Photography,17/05/2023 14:41:08 WIB,Foto Model Cowok Professional Tema 'Enterpreneur'
1000000,"butuh video animasi untuk explanation video usaha catering dengan durasi 1-2 menit, semua teks sama flownya sudah ada tinggal diikutin aja. silahkan kirim portfolio video animasi yang pernah dikerjakan. jika belum berpengalaman, mohon jangan bid ya. terima kasih.",5,"Animation,3D Animation,Video Editing,Video Production,Video Animation",17/05/2023 14:00:40 WIB,Video Animasi 1-2 Menit
1500000,"hallo, sya ingin membuat aplikasi / website sederhana  untuk saya bisa merubah setiap lagu menjadi artis lain yang menyanyikan nya  hanya dengan cara mengupload mp3 nya lalu suara vocal berubah.. contoh sya mengupload lagu seventeen namun di nyanyikan aril noah jika membuat aplikasi / website sangat lama.. sya mau cri jasa aja.. saya kirim file mp3 nya dan di ubah jadi suara artis2 indonesia  seperti aril / seventeen",7,Artificial Intelligence,17/05/2023 12:51:26 WIB,Technology Ai Song Cover
350000,"saya membutuhkan worker yang berpengalaman untuk melakukan set up awal campaign google ads. campaign yang akan dijalankan adalah search ads , dan remarketing . - set up ga4, tracking goals - riset keyword, kompetitor - optimasi bidding - penulisan ad copy - reporting diutamakan domisili jakarta / tangerang. sertakan portofolio, nomer wa dan link profil linkedin anda saat melakukan bid.",7,Google Adwords,09/05/2023 15:39:38 WIB,Set Up Campaign Google Ads
500000,"halo teman2 projectid, saat ini saya ada kendala upgrade versi php di web laravel, batasannya upgrade php v7 ke v8.1 sampai website bisa di akses kembali.",7,Laravel Framework,19/05/2023 10:55:34 WIB,Memperbaiki Error Upgrade Versi Php Di Web Laravel
200000,"halo, saya membutuhkan penulis artikel tentang negara taiwan, tapi dengan syarat : 1. menjelaskan tentang tempat-tempat wisata di taiwan 2. menjelaskan tempat kuliner yang unik di taiwan 3. menjelaskan kebudayaan dan kebiasaan unik 4. menjelaskan peluang beasiswa ke taiwan 5. syarat untuk kuliah ketaiwan total tulisan yang saya butuhkan sangat bervariasi dengan panjang antara 600-2000 kata hal yang harus diperhatikan - tulisan santai tapi tidak selengean -artikel dapat dibaca dengan mudah -disertai dengan gambar setiap artikel - tulisan sepenuhnya menjadi tanggung jawab penulis",7,"Writing,Blog,Blogspot",05/05/2023 08:54:31 WIB,Membutuhkan Penulis Semua Yang Berhubungan Dengan Negara Taiwan
500000,"dear freelancer,  saya sedang butuh orang untuk menyelesaikan course trailhead dengan kualifikasi berikut:  fluent in english dapat memenuhi target 300k points dengan deadline 31 july 2023 memiliki laptop dan hp yang proper untuk online course mengerti it, khususnya salesforce product (marketing/sales/industrial cloud), slack , mulesoft , tableau project overview:  course akan memberikan article (english 1-3 halaman) dan setiap akhir article akan memberikan quiz (2-3 pertanyaan)  kalian perlu membaca article dan mengisi quiz dengan benar  tiap article memiliki points dan jika salah menjawab point akan berkurang  average points tiap article -+ 1k points...",45,"English,Content Management System (CMS),Integration,Data Analysis,API Gateway",04/05/2023 22:09:13 WIB,Penyelesaian Courses Trailhead
5000000,"saya perlu dibuatkan mini game mirip pokemon go. mekanik, objecktif, score system, mirip seperti pokemon go. nantinya akan ada beberapa ui. login signup ar battle scene (throw ball seperti pokemon, trus catch objek) objektif information ui final score kemungkinan akan ada fitur tambahan seperti location-based ar dan konek ke server jika fitur2 diatas sudah selesai. harga dan timeline bisa di nego, terimakasih. * jika tidak punya mac, gapapa biar saya yg test",14,"Game Programming,Unity 3D,Unreal Engine",03/05/2023 20:34:57 WIB,Buat Mini Game Ar Seperti Pokemon Go Pakai Unity/Unreal Untuk Android+Ios
6000000,"dear gan,  butuh bantuan untuk buat website penjurian responsive, dengan fitur sperti berikut :  form registrasi online utk peserta  payment gateway utk biaya lomba generate list peserta untuk masing2 kategori lomba  (grouping) master juri & level ( juri, head juri, chief juri) mapping juri ke @lomba master kriteria penilaian & bobot form penilaian yang di akses oleh juri by login kalkulasi penilaian dari masing2 juri penentuan pemenang dan kategori winner  (misal grade a nilai : 85-90 ), dst ada dashboard nya  cara daftar kirimkan portfolio infokan domisili skrg infokan, jika ada meeting dgn user di area jakarta, bisa / tidak di jam kerja infokan status kerjaan skrg : full time / full time freelance infokan kapan bisa mulai kerja",25,"CodeIgniter,Laravel Framework",03/05/2023 20:29:17 WIB,Buat Website Penjurian
5000000,"selamat siang saya butuh bantuan dalam pembuatan sistem virtual reality desain konstruksi mungkin gambarannya seperti video berikut  https://youtube.com/watch?v=vxq6gfqldxu jadi desainner membikinkan desain, kemudian customer bisa melihat desainnya melalui kacamata vr",30,"Architecture,Tutorial/Assistant,3D Rendering",14/05/2023 14:57:26 WIB,Butuh Bantuan Dalam Pembuatan Sistem Virtual Reality Desain Konstruksi
200000,"saya sudah buat analisi sentimen dgn kemana, tapi ada kendala dibagian akurasi evaluasi. pengukuran evaluasi nya menggunakan  sillhouett coefficient, hanya tinggal mengukur evaluasi aja. saya mengerjakan nya dirapid miner",3,Data Analysis,14/05/2023 14:46:06 WIB,Analisis Sentimen Dengan K Means
700000,"saya mengerjakan sistem manajemen event berbasis website, pakai native php versi 5.   butuh tambahan personil untuk:   - menambah fitur seperti: dashboard statistik, manajemen role, pengaturan, manajemen voucher,harga, manajemen langganan, metode pembayaran.    - cek fitur yg sdh ada, perbaiki tampilan/update.   yg sdh dibuat native php 5, theme botstrap metronic v5.",25,"Web Programming,PHP,Website",14/05/2023 14:39:15 WIB,Update Fitur Aplikasi Event Berbasis Website Php Native
500000,"saya membutuhkan aplikasi android sederhana, hanya berupa inputan data saja, nantinya bisa diinput dari backend dan dilihat dari aplikasi",7,"Java,Flutter",02/05/2023 05:24:55 WIB,Buat Aplikasi Android Sederhana
500000,"untuk orang yang bisa mengembalikan akun ig saya yang di hack.  akun tersebut adalah benar merupakan akun sah yang saya miliki, semua dampak hukum dari pemulihan akun tersebut adalah menjadi tanggungjawab saya sepenuhnya",7,Instagram,01/05/2023 14:21:40 WIB,Mengembalikan Ig Kena Hack
10000000,"pembuatan aplikasi mobile hampir mirip dan meyerupai dengan instagram dan tiktok. untuk desain dan tampilan ui lengkap sudah disediakan di figma. link nya sebagai berikut:  https://www.figma.com/file/hixsnd5o9nthdtt4xte0ql/coret-coretan?node-id=0%3a1&t=jdp5ow2erlotmsib-1 jika aplikasi sudah selesai, akan dilanjutkan dengan pengembangan kembali dengan menggunakan engineer yang sama",60,"Cross Platform Programming,Mobile Programming",01/05/2023 14:20:32 WIB,Pembuatan Aplikasi Mobile Mirip Instagram Dan Tiktok
300000,membuat desain background beserta content didalamnya sesuai dengan brief di file terlampir.,7,"Design Arts,Graphic Design,Adobe PhotoShop,3D Modelling",28/04/2023 13:07:36 WIB,Membuat Desain Background Beserta Contentnya
800000,"job description  : membuat brief konten dan caption untuk post, story & reels (1 minggu : 3-6 brief)  berdiskusi dengan klien untuk kepentingan isi caption & gaya caption menaruh hashtag yang sesuai dengan isi konten melakukan riset terkait dengan caption yang sesuai dengan gaya dari brand dan yang sedang trend sekarang sesuai dengan goals dari social media yang ingin dicapai saat itu kualifikasi : memiliki pengalaman membuat brief konten & menulis caption  (dalam bahasa indonesia & inggris)  di social media termasuk hashtag bertanggung jawab bisa dihubungi di jam kerja dan fast respon dapat menyelesaikan pekerjaan sesuai dengan due-date yang ditentukan helpful catatan : akan menangani untuk klien yang bergerak dalam bidang kesehatan holistik & pakaian syar'i muslimah, serta tas branded cv, portofolio dan nomor whatsapp aktif dikirimkan ke alamat email sevisi, maksimal  tanggal 7 mei 2023",30,"Social Media Marketing (SMM),Copywriter,Instagram,Social Media",28/04/2023 11:34:55 WIB,Copywriter
300000,akun tersebut merupakan akun  perusahaan namun harus reset password. dalam hal ini perusahaan lupa email pemulihan akun tersebut untuk reset password. perusahaan sudah menyutujui untuk lowongan pekerjaan ini.  akun tersebut adalah milik perusahaan yang didelegasikan kepada saya untuk diperbaiki.dan anda bersedia bertanggung jawab secarahukum apabila terjadi permasalahan terhadap akun tersebut.,3,"Email Support,Internet Marketing,Email Handling,Programming,Database Programming",26/04/2023 16:36:34 WIB,Recovery Akun
300000,"setup ci/cd untuk staging dan production environment, containeraize beberapa project go serta memastikan proses deployment berjalan secara otomatis",7,Golang,07/05/2023 16:00:10 WIB,Deploy Vps
50000,menulis 1 artikel minimal 500 kata dengan 1 backlink di kompasiana. hanya cocok untuk orang yang sudah punya akun dan pernah menulis.,7,Writing,25/04/2023 16:52:00 WIB,Menulis Di Kompasiana
700000,"dibutuhkan desain logo dan kemasan untuk sebuah brand makanan, warna brand dasarnya bisa dipakai hijau. untuk kemasan udah ada hanya di redesain. cek di attachmentkemasan pouch dan ditujukan kepada target market umur 25 keatas, produk berupa lauk untuk makan frozen. silahkan share portofolio juga, diutamakan yang bisa memberikan gambaran kasarnya.",7,"Design Arts,Graphic Design,Logo Design",12/05/2023 07:11:46 WIB,Desain Logo & Packaging Kemasan
1000000,saya membutuhkan game yang dibuat dengan unity detailnya saya lampirkan,7,Unity,16/05/2023 08:12:42 WIB,Butuh Game Unity
500000,"halo teman-teman freelancer semua, apa kabarnya? semoga baik-baik saja ya. project ini adalah repost dari project saya yang sebelumnya, karena belum menemukan penulis yang berkomitmen. maka dengan ini saya membuka lagi penawaran project sebagai penulis naskah untuk konten youtube. dengan kebutuhan: 1. panjang naskah 1000-1500 kata per konten. melakukan riset dari bbrp sumber.semakin dalam risetnya maka tentunya akan semakin menarik bagi audiens. sumber referensi  harus disertakan  di dalam naskah yg disetor...",15,"Writing,Microsoft Word,Content Writer",13/05/2023 11:29:38 WIB,Penulis Naskah Konten Youtube Dakwah Islami
3000000,"saya sedang mencari orang yang bisa oprek aplikasi android dari smart bottle yang sudah ada iotnya. kemudian dibuat ulang dan direkayasa aplikasi tersebut dalam aplikasi yang saya punya, sehingga iot pada smart bottle tersebut tetap aktif. ini link apk yang perlu dioprek : https://apkpure.com/ozmo-smart-bottle-and-water-app/com.grokinglab.android.ozmo/download",7,"Python,JavaScript,C/C++,Microcontroller",10/05/2023 06:27:54 WIB,Iot Untuk Smart Bottle
250000,halo.. saya butuh jasa untuk setting instagram ads dari fb. 1 iklan selama 7 hari. 1 iklan selama 7 hari. jadi total 14 hari budget iklan 50.000/ hari. silahkan bid ongkos jasa settingnya ya.. terimakasih,14,"Facebook,Instagram",17/05/2023 12:51:14 WIB,Instagram Ads
200000,"hi, saya ada image editing apps menggunakan imagemagick. ada mau optimize dan tambah product atau features di apps itu.  hubungi kalo memang udah ada pengalaman di imagemagick.",14,"JavaScript,PHP",17/05/2023 11:34:08 WIB,Imagemagick/Php/Javascript Expert
500000,"saya mencari orang yang paham membuat analisa keuangan dan  laporan keuangan.. \ 1.berpengalaman 2,lokasi jabodetabek",7,"Business Consultation,Tax Consultation,Legal Consultation,Content Management System (CMS),Microcontroller,Consultancy,Content Writer,Netop Remote Control",17/05/2023 10:08:13 WIB,Analisa Keuangan Bisnis
250000,"halo sobat project, apa kabar, bisa bantu tidak buatkan logo utk aplikasi rental mobil, namanya nanti saya japri , logo nya tidak ribet, simpel dan mengena, kalau dari jarak jauh, udah yakin itu aplikasi rental mobil.  ilustrasinya logo mengenai share lokasi , ada unsur mbl nya dan ada unsur transportasinya,  tidak pernah terpublikasi sebelumnya. untuk logo utama apk cust warna logo bebas, kalau bisa unsur warna lampu lalu lintas yg domain, dan untuk apk mitra cukup 1 warna saja,  kalau bisa ada unsur hexagon nya jg (semisal bisa) format file ...",7,"Logo Design,Adobe PhotoShop,Adobe Illustrator",19/05/2023 07:29:26 WIB,Logo Aplikasi Rental / Transportasi
500000,"(  mohon yang tidak ada pengalaman menulis artikel q1-4  tidak melamar)    dibutuhkan freelance untuk menulis artikel penelitian berbahasa inggris dengan lingkup topik seputar pendidikan, pengetahuan umum, penulis akan diminta menulis dengan topik pengetahuan umum, literature review      total artikel 5 buah          jumlah kata +/- 3500 kata per artikel. *jumlah referensi min 30         pernah menulis atau paham menulis di dalam jurnal ter index scopus         artikel kredibel, informatif dan valid...",7,"Statistical Analysis,Writing,Reviews,Analysis,Data Analysis,Proofreading",18/05/2023 22:20:12 WIB,Penulis Artikel Jurnal Ter Index Scopus/Wos/Sinta ( Khusu Yang Berpengalaman)
1500000,halo para freelancer berbakat. saya memiliki project untuk membuat software untuk dapat membuat sebuah buku ataupun merewrite sebuah buku dari awal sampai akhir. pada saat ini saya membuat buku dengan chat gpt secara manual dan mau mengotomatiskan pekerjaan ini sehingga saya hanya perlu memberikan beberapa input/prompt ataupun mengupload file word untuk kemudian chat gpt yang akan menyelesaikannya. saya telah memiliki alur kerjanya yang dapat di lihat pada folder attachment. dan untuk pekerjaan ini saya harap softwarenya dapat berfungsi di windows...,7,"Android,JavaScript,Windows Programming,.NET Framework,OpenGL",18/05/2023 21:59:34 WIB,Pembuatan Software Pembuat/Rewrite Buku Dengan Chat Gpt
5000000,"yang dibutuhkan 2 sensor sensor a (untuk deteksi jenis kendaraan)   ada 2 opsi  sensor opsi 1 sensor mengetahui kendaraan lewat apakah mobil, motor dan truck, berdasarkan hasil capture/foto camera menggunakan ai, apabila truk, akan kirim perintah ke sensor b   sensor opsi 2 sensor ketinggian, apabila kendaraan yang lewat tinggi sudah sesuai sensor, maka akan kirim perintah ke sensor b   sensor b (untuk deteksi muatan) sensor b ini menggunakan camera, apabila ada perintah dari sensor a, sensor b akan menfoto/capture muatan yg dibawa oleh truk, dengan ai, akan bisa di baca apakah yg dibawa jenis nya batu, tanah, pasir dll lalu hasil foto dan hasil ai dikirim datanya ke dashboard, untuk di rekap berapa banyak kendaraan truk yang membawa tanah, pasir dan batu dalam 1 hari catatan :  1...",20,"MySQL,Arduino,Java,PHP,C/C++,Java Native,Phyton",04/05/2023 18:41:50 WIB,Dibutuhkan Pembuatan Sensor Arduino & Ai Berbasis Camera
2000000,dibutuhkan programmer berpengalaman untuk back end dengan golang  dan framework go fiber.,15,"PostgreSQL,Golang",04/05/2023 16:33:20 WIB,Progrmer Be Golang Dengan Framework Go Fiber
500000,halo! kami membutuhkan 10 image vector tematik berformat eps. wajib original dan belum pernah publish dimanapun. temanya akan ditentukan kemudian.,7,"CorelDRAW,Adobe PhotoShop,Adobe Illustrator,Grafis Vektor",03/05/2023 16:08:05 WIB,Desain 10 Image Vector Tematik
